sentence,sentiment
분명 발송 안 하신 거확인하고 취소했는데 오후 9시30분이 다 되서 배송하셨다고 배송 취소 정말 보내시긴 하신 거 맞나요?,n
기다린다고 분명히 말했는데 일방적으로 취소하는 건 아닌 거 같은데?,n
1/23 구매해서 15일 기다려서 기다린 시간 때문에 취소도 못하고 있는데 조금 전에 전화와 서배송기사님 베이지 없어서 이제 제작하든지 하면 담주되야 할 턴데 괜찮죠?,n
재고 있을 때 주문했는데 왜 취소합니까?,n
배송이요 지금 장난하세요?,n
화이트 아직 입고 안 됐나요?,n
재입고하면 보내준다고 하더니 도대체 재입고는 언제 되나요?,n
화이트세로 3단 구입하고 싶은데 이것도 더 이상 추가 제작 없나요?,n
지방은 평일 기준 14일이라고 해서 갑갑한 거꾹 참고 기다리는 데 담주면 4주째인데 그때 입고해서 상차해준다는 건 너무 한 거 아닌가요?,n
않이 3/1부터 포인트 2배라서 3/1에 주문할랬는데 이게 뭔 언제쯤 재입고 되나여?,n
화이트우드를 판매할 계획이 있긴 한 건가요?,n
3월 중순 입고된 다더니 아직 입고 안 되었네요 오래 기다리고 있는데도대체 언제 입고되나요?,n
입고 예정 일 미정?장 난합니까?,n
긴 연휴로 인해 답변이 늦어지게 되어 죄송합니다.,n
"도 대체입고는 언제 되길래 판매할 물건은 있고, 교환할 물건은 없나요?",n
배송이요 언제쯤 받아볼 수 있을까요 통보 하나 없이 너무 배송 늦은 거 아닌가요?,n
제품 구매에 불편을 드려서 죄송합니다. 오늘 재입고 예정이오니 곧 구매하실 수 있도록 처리하겠습니다.,n
안전가드 품절은 언제 풀려요?,n
누빔베개 커버 40x60 다크 그레이 사고파요 재입고 아직 안 됐나요?,n
현 제품절된 상품이 입고 가 지연되고 있습니다 구매하시는데 불편을 드려 정말 죄송하구요 빠른 시일 안에 입고되는 순서로 품절을 풀도록 하겠습니다.,n
재입고에 대한 문의도 드렸는데요?,n
화이트 커텐봉긴 거는 도대체 언제 재입고되나요?,n
밥상 지금이 12월이지 11월 달입니까?,n
매트리스 입고된다 하고 아직까지 연락도 없고 배송 이렇게 늦으면 죄송하다 연락을 해야 되는 게 아닌가 싶고 늦은 만큼 보상을 해줘야 하는 거 아닌가요?,n
2월 말에서 3월 중순 사이에 재입고될 예정이라던 약속이 못 지켜질 것 같으면 미리 고지라도 해야 하는 거 아닌가요?,n
핑크는 언제 재입고되냐고 같이 질문드렸는데 답변이 없내요?,n
불편드려 죄송하고 옵션시정조치 중입니다.,n
아놔 언제 들어와요?,n
루피망고 금요일 날 입고된다 다른 사람 질문에서는 내일 올린다 뭐가 맞는 건지요?,n
문의 그니까 소량 입고든 입고든 언제인지 대략 알 수 없나요?,n
구 전화하셨다는데 제가 못 받았다면 문자라도 남겨주셔야 하는 거 아닌가요?,n
오늘 재입고된다 구했는데 아직 안 됐나요?,n
M사이즈 그레이 입고가 되긴 되는 건가요?,n
불편을 끼쳐드려 죄송합니다 다른 색상 구매하시고 배송 시 메모란에 기재부탁드립니다.,n
원하는 상품장 바구니에 넣어놨는데 매진 뜨네요. 짜증나네요 정말.헬로키티 리본 일반 스탠드형 입고 언제 되나요?,n
그린 재입고문의 글 남겼다가 답변이 없어서 베이지로 구매했는데요담주입고된다고 하셔서 그런데 지금 상품 준비 중이라 떠 있는데 베이지를 그린으로 변경해서 배송받을 수 있을까요?,n
죄송하게도 확인 결과 택배사에서 수거를 해간 상태여서 부득이하게 제품 교환이 어렵습니다.,n
주문한 지 40일이 지났는데 상품이 입고되지 않았다는 게 상식적으로 말이 됩니까?,n
품절품 절품절 품절 아 살려고 보면 품절이고 품절이여서 다른 거 고르면 또 품절이고 대체 내가 고르는 것은 다품절 재입고 언제 되나요?,n
참나무 708언제 입고되나요?,n
결국엔 월요일 주문할 수 있다는 건데 재입고 시간도 모르시면서 차라리 월요일에 입고된다고 하시지 하루 늦다 해가 오전부터 입고됐는지 확인하고 있는데 그리고 오늘 지남할인을 받을 수 있을지도 모르는데 보석 십자 수 여러 번 구매했지만 이런 경우는 첨이네요 몇 시간 더 기다림 되는 건지?,n
상판이 갈라지기도 하나 봐요?,n
상품 깨져서 사진 보내라 하셔서 보냈는데 아무런 답장이 없으시네요?,n
제품이 안 오고 있으면 판매처에서 확인을 해보는 게 당연한 거 아닌가 여? 알 아본다고 하루 이틀 미루기만 하다가 환불해달라고 하니깐 전화를 거절하 시네 여 이렇케 무책임하면서 장사하시면 안대져 전화를 주시 던지답을 주세여,n
죄송하지만 18번 시켰는데 배송 출발 안 했으면 추가 금 더 내고 19번으로 변경 가능하실까요?,n
주문을 할려고 하는데 답변이 없네요. 크림베이지나 아이보리 색상으로 변경도 가능한가요?,n
빨리 필요해서 일부러 여기서 산 건데 아직 발송 안 한 거면 취소하고 싶습니다 왜 당일 발송되는 거처럼 써놨나요?,n
반품 안 해가 실 꺼면 카드 취소나 해주시죠?,n
아장 난치나 진짜 취소 처리해 주이소 9월 중순에 시켜서 지금껏 연락도 없고 뭐 하자는 거요?,n
도착이라더니 무슨 도착도 안 하고 멈춰가지고는 됐고 취소해주시죠?,n
글을 그렇게 쓰질 말던가 제주도는 외국인 가요?,n
국내에서 제작이라 하는데 거짓입니까?,n
중국산인데 코로나 때문에 괜찮을까요?,n
이불봉제 부분실 풀린다고 수선요청한 사람인데요저는 이불수선원했는데 안 된다 해서 전부 다시 보내긴 했는데 언제 다시 돌려받을 수 있나요?,n
블라인드 수선부탁드렸는데도대체 언제나 가지고 가시나요?,n
구매해서봉이 하나가 찌그러져서 와서 이삼주 전부터 상담원 통해서 봉만 하나 교체해주신다고 해놓고 왜 아직도 안보내주시는 거죠?,n
도대체 언제 A/S 해주 실 건가요?,n
도대체 해피콜을 언제 주시는 거죠?,n
이보다 더 싼 시계도 지금까지 건전지 한번 안 갈고 4개월 이상 가는데 한 달을 채 못 간다는 게 말이 되나요?,n
우선 답변이 늦은 점 죄송합니다. 고객님께서 신청하신 A/S건 11월 18일로 A/S건이 완료가 되었습니다.,n
다리 부분의 문제로 21일 내방 부탁드렸는데 아무런 소식이 없네요. 언제 고쳐주실 건가요?,n
얼마 전 상판 꺼짐으로 A/S 신청 후 입금까지 완료하고 문자 보냈는데 아직까지 연락이 없으시네요 도대체 언제 수리가 가능한가요?,n
"베개가 안 와서 들어와보니 주문 취소 완료라니요. 전 주문 취소한 적이 없는데, 연락도 없이 마음대로 취소하시나요?",n
여러모로 불편을 드리게 되어 죄송합니다 불편을 고스란히 고객님들께 안겨드리게 다시 한번 사과의 말씀드립니다.,n
물품 회수 지난번에 제품 불량으로 인해 교환받았는데 전화상으로 상담하여 주실 때 택배 오시는 분한테 상품 돌려주면 된다고 했어서 보내려고 했더니 접수가 안 되어 있다고 못 받아간다고 하셔서 현재 제품 가지고 있는 상태인데 이걸 어떻게 처리해야 하나요?,n
자석 있는 부분인데 제품 보낼 때 확인 한 번 좀 해주셨으면 좋았을 텐데 이 부분은 교환신청을 해야 하는 건가요 아님이 부분 부품만 따로 보내주시는 건가요?,n
샜어요 교환 안 해주시나요?,n
냄새가 너무 심해서 반품 신청했는데 현대택배에서 판매자요청으로 반품을 안 받는다는데 어떡하면 되죠?,n
이렇게 한 개가 불이 안 들어와서 전체적으로 안 들어 올 줄도 몰랏고 너무 쉽게 뜯어지고 해서도저히 달려고 하다가 못 달거 같아서 8개 중에 3개는 저희가 뜯었으니 그냥 가지겟는데 5개는 건들지도 않았는데 왜 반품이 안 되는 거죠 상품 저희가 보내드릴 테니까 받아보셔서 상태 보시고 반품해주시면 되는 거 아닌가요?,n
하 진짜 이렇게 글을 써야 내 돈만 원을 받을 수 있는 건가요?,n
물건받아서 봤는데요중 간에 찢어져 있는데 어떻게 해요?,n
아래 글 읽어보니까 동영상까지 보내야 하나요?,n
저번에 실시켰을 때에도 색상 잘못 와서 고생했는데 조금만 신경 쓰면 될 것을 매번 불편하게 하네요 바늘 하나 때문에 주문하기도 그렇고 어떻게 해야 하나요?,n
어쩌실 겁니까?,n
저기요댓글 확인 안하시나요?,n
환불 처리는 왜 안 해주나요?,n
2주 만에 하자 상품 와서 사진 보내고 하자 인정해서 교환하려고 보냈더니 맞교환도 아니고 내꺼만 먼저 보내라고 반품 택배 직원 보내고 그 택배지들이 받고 나서 이제서야 다음 주에 보낸다고 연락와서 취소해달라니깐 반절만 취소해준다는 게 말이 되나요?,n
반품 처리에 대한 비용 입금해달라고 온 문자 확인하자마자 돈드렸는데 왜 결제 취소 처리는 감감무소식인가요?,n
문제 있어서 다시 재발송한다면 판매자님도 그렇고 저희도 서로 안 좋지 않습니까?,n
전화를 계속 통화 중이네요 오배송으로 교환하려는데 택배는 아무 택배사로 착불로 보내면 되나요?,n
혹시 상자 겉에 쇼핑백으로 마감을 해서 안 가져가시는 걸까요?,n
어답터인 줄 모르고 주문했는데 혹시 열나면 교환이나 취소 처리되나요?,n
2주 전 상품받고 1개 불량으로 반품했는데 반품 확인이 안 된다반품 송장번호를 알려달라고 하면서 환불을 차일피일 미루고 있는데 반품송장번호는 판매자가 직접 반품 접수를 해서 회수해갔고 저희한테는 알려주지도 않았는데 어떻게 아나요?,n
배송 드린 제품은 새 제품이 맞습니다. 그러함에도 이런 일로 불편드려서 대단히 죄송합니다.,n
불편드려 정말 죄송합니다.요청 드린 사진 확인 후 맞는 사이즈의 받침 출고해 드리겠습니다.,n
상품하자로 교환원하는 건데 직접 보내야 한다구요?,n
송장에는 제대로 적혀 있는데 왜 내용물이 다른 건지 빨리 확인하시고 연락주시기 바랍니다 그리고 잘못 보내 신 건 어떻게 가져가 실껀가요?,n
우측 하단 모서리가 너무 심하게 갈라져 있네요. 사진은 찍었는데 어디로 보내야 하나요?,n
두 개 구매했는데 하나가 불량이에요교환 신청해놨는데 하나만 보내면 되나요?,n
제가 직접 상품 보내야 하는 건가요?,n
환불 수거 어떻게 하실 꺼예요?,n
12월 29일 반품 신청했는데 여태 수거 안해가면 어쩌자는 거죠?,n
환불기사가 왜 안 오죠?,n
"반품비까지 결제했는데요, 반품 접수도 제가 직접 해야 하나요?",n
교환하는 사람들은 무시하는 건가요?,n
하트 대 주문했는데 어이없네요 이거 어떻게 차액 환불 맞죠?,n
물건 수거해가고 환불요청뜬지가 언젠데 아직도 처리 안 해주시는 겁니까?,n
수거해간지가 언젠데 아직 환불이 안 되었나요?,n
의자 두개 파손되어서 배송되서 교환신청했는데 연락이 없네요?,n
구매한 지 일주일이 훨씬 지났고 교환신청해서 물건만 가져갔는데 왜 아직까지 소식이 없나요?,n
커버가 찌그러졌네요 어떻하죠?,n
"말씀해 주신 번호로 문자 넣었는데, 연락도 없으시고 어떻게 해야 제의자를 고쳐서 쓸 수 있을까요?",n
솔직히 디자인 생각해서 베개 두 개 주문한 건데 두 개 다 그렇게 오면 어떻게 해요 차라리 블랙 앤 화이트로 두 개 주시던가 하나 교환 안돼나요?,n
확실하게 알려주셔야 취소를 하고 다른 제품을 하든가 할 텐데 이건 좀 너무하다고 생각하지 않나요?,n
환불 조치해준 다 더니 아무 연락도 없고 뭐하는 겁니까 전화도 안 받고 반품 택배기사 보내준다고 해서 기다리고 있는데 오지도 않고 반품 신청하려고 했더니 지정 택배도 안 되고 택배사에 전화했더니 반품 불가업체라고 하고 뭐 하자는 겁니까?,n
그러니깐 무슨 상품 보낸지가 언젠데 검수 기간이 10일이나 소요가 돼냐구요 반품 안 해주려고 수작 부리시는 건가요?,n
그냥 반품하고 다시 재구매하라니머그리 복잡하게 하는 지원결재 다 해놓고 취소하란 말이예요?,n
제 글에만 답변이 안 달리는 이유는 뭔가요?,n
판매자님.밑에 글에 비닐 다 찢겨져 있다고 교환 들어왔는데 또 비닐 달랑 한 장으로 택배 보내시나요?,n
저기요교환 물품 왜 엉뚱한 거보내신 거죠?,n
아직 배송 안 됨.소비자 기만 하는 거임?,n
여전히 업체는 연락이 안 되고 이거 누가 책임질 건가요?,n
먼저 불편드린 점 진심으로 죄송합니다. 물류에서 내일은 꼭 배송 진행할 수 있도록 확답받아 두었습니다. 만족드리지 못해 죄송합니다.,n
교환하기는 귀찮고 스틸 액자 받침 만 따로 7개 주문하면 제가 구매한 제품에 끼워서 사용할 수 있는 건가요?,n
차감되서 반품 배송되는 걸로 알고 있는데 배송비 붙이라는 문자 오니까 기분 진짜 안 좋네요 본인들이 덮어보고 그런 소리가 나오시는지 참 궁금하네요?,n
